id,price,date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,PREÇO POR ÁREA CONSTRUÍDA,CARO,MEDIA
7214810350,467000,20141017,5,2.25,2500,13500,1,0,0,3,7,1850,650,1979,0,98072,47.7564,-122.144,2300,9750,186.8,abaixo,247.5120125
200350070,559900,20140602,3,2.75,2930,5569,1,0,0,3,9,1860,1070,2004,0,98072,47.7648,-122.164,2580,11045,191.0921502,abaixo,
9517200030,365500,20140625,3,2,1410,9600,1,0,0,4,7,1410,0,1983,0,98072,47.7591,-122.146,1410,9600,259.2198582,acima,
1774000200,400000,20141202,3,1.75,1920,9102,1,0,0,3,7,1920,0,1968,0,98072,47.7487,-122.082,1920,9760,208.3333333,abaixo,
1529200340,496500,20150108,3,2.5,2260,3640,2,0,0,3,8,2260,0,1994,0,98072,47.7356,-122.157,2350,3710,219.6902655,abaixo,
1775920350,323000,20141124,3,1,1290,12231,1,0,0,3,7,1290,0,1976,0,98072,47.7404,-122.11,1390,11632,250.3875969,acima,
1775800800,396000,20150224,3,1,1500,12616,1,0,0,3,7,1500,0,1967,0,98072,47.7415,-122.101,1820,13950,264,acima,
9465910070,480000,20140716,3,2.5,1940,10035,2,0,0,4,8,1940,0,1994,0,98072,47.7438,-122.172,2810,8333,247.4226804,abaixo,
7214820030,475000,20141212,3,1.75,2020,8970,1,0,0,4,7,1180,840,1981,0,98072,47.7571,-122.145,2140,8008,235.1485149,abaixo,
1775801260,425000,20150311,4,2.5,1930,14196,1,0,0,4,7,1330,600,1977,0,98072,47.7407,-122.097,1470,12852,220.2072539,abaixo,
9465910320,565000,20140709,3,2.5,2500,7394,2,0,0,3,9,2500,0,1990,0,98072,47.7441,-122.173,2790,7642,226,abaixo,
1630700135,659000,20141119,4,2,1980,23625,2,0,0,3,8,1980,0,1938,1984,98072,47.7553,-122.092,2300,24640,332.8282828,acima,
226059078,375000,20150227,2,1,1840,81892,1,0,0,3,6,1840,0,1955,0,98072,47.7694,-122.124,2550,40089,203.8043478,abaixo,
7955030060,345000,20150326,3,1,1250,17380,1,0,0,4,7,1250,0,1970,0,98072,47.7502,-122.108,1410,18200,276,acima,
1775800510,432000,20150324,4,1,1750,12528,1,0,0,4,7,1750,0,1967,0,98072,47.743,-122.097,1550,14120,246.8571429,abaixo,
9238450160,389000,20150428,3,1,1280,9630,1,0,0,3,7,1280,0,1968,0,98072,47.7677,-122.163,1300,9453,303.90625,acima,
2481630070,914600,20150128,4,3,3180,80837,2,0,0,3,11,3180,0,1985,0,98072,47.7336,-122.134,3180,38715,287.6100629,acima,
4215250310,828500,20140919,4,2.5,3720,35000,2,0,0,3,10,3720,0,1983,0,98072,47.7582,-122.13,3720,35000,222.7150538,abaixo,
7214810550,420000,20150413,4,2.25,2270,12000,1,0,0,4,7,1360,910,1979,0,98072,47.7559,-122.148,2500,10120,185.0220264,abaixo,
9408300310,520000,20140624,3,1.75,2300,35722,1,0,0,3,9,2300,0,1984,0,98072,47.7455,-122.112,2600,34798,226.0869565,abaixo,
7214800240,541100,20150316,4,2.25,2510,9800,2,0,0,3,9,2510,0,1978,0,98072,47.753,-122.145,2440,11000,215.5776892,abaixo,
2481630200,883000,20140614,4,2.5,2960,41656,2,0,0,3,10,2960,0,1985,0,98072,47.7319,-122.132,3900,35104,298.3108108,acima,
4215250030,475000,20140819,4,2.5,2120,57050,2,0,0,3,9,2120,0,1989,0,98072,47.7611,-122.128,3320,39082,224.0566038,abaixo,
2326059082,594000,20150126,3,2.25,2080,70567,2,0,0,3,8,2080,0,1990,0,98072,47.7221,-122.124,3730,43560,285.5769231,acima,
3663000070,600000,20140708,3,2.25,1900,46609,1.5,0,0,4,7,1440,460,1969,0,98072,47.7529,-122.116,2460,43560,315.7894737,acima,
4450700030,354950,20140822,3,1.75,1780,9689,1,0,0,3,7,1130,650,1976,0,98072,47.7628,-122.163,1660,9786,199.4101124,abaixo,
3407700046,625000,20140624,3,2.5,2410,64073,1,0,0,4,8,1820,590,1976,0,98072,47.7457,-122.141,2980,48760,259.3360996,acima,
1137300340,674250,20141121,4,2.5,2780,35000,1,0,0,4,9,2780,0,1985,0,98072,47.7386,-122.091,2740,35072,242.5359712,abaixo,
6979970140,475000,20150417,3,2.5,2370,3239,2,0,0,3,8,1950,420,2006,0,98072,47.7515,-122.174,2520,3431,200.4219409,abaixo,
2738650030,552500,20150511,3,2.5,2450,3582,2,0,0,3,9,2450,0,2008,0,98072,47.7749,-122.159,2490,5449,225.5102041,abaixo,
1775800710,315500,20150126,3,1,1300,12600,1,0,0,4,7,1300,0,1969,0,98072,47.7422,-122.1,1480,13530,242.6923077,abaixo,
3876810140,326500,20140527,3,1,1810,12375,2,0,0,3,7,1810,0,1970,0,98072,47.7427,-122.172,1420,9357,180.3867403,abaixo,
4045900147,590000,20140801,3,2.75,2550,54014,2,0,0,4,8,1980,570,1967,0,98072,47.7596,-122.117,2180,21600,231.372549,abaixo,
1926069137,775000,20140707,4,3.25,4100,241322,2,0,0,3,9,2500,1600,1981,0,98072,47.7302,-122.096,3770,87821,189.0243902,abaixo,
1226059112,415000,20150220,3,1,1360,73616,1,0,0,3,7,1360,0,1971,0,98072,47.7528,-122.119,2040,50965,305.1470588,acima,
1137301780,580000,20141126,3,2.5,2180,40278,2,0,0,3,9,2180,0,1985,0,98072,47.733,-122.09,2630,40000,266.0550459,acima,
1770000490,356000,20140522,2,1.75,1060,16470,1,0,0,3,7,1060,0,1977,0,98072,47.7409,-122.089,1790,16748,335.8490566,acima,
1775801340,415000,20140606,3,1.75,1910,12596,1,0,0,3,7,1340,570,1977,0,98072,47.7399,-122.099,1550,13310,217.2774869,abaixo,
1137300900,749950,20140605,4,2.75,3110,35235,2,0,0,4,9,3110,0,1983,0,98072,47.7355,-122.095,2790,35445,241.1414791,abaixo,
1331900110,760000,20141008,4,2.5,2960,28005,2,0,0,3,10,2960,0,1989,0,98072,47.7477,-122.117,3510,35248,256.7567568,acima,
1770000090,484000,20150407,3,1.75,1950,17400,1,0,0,3,7,1210,740,1976,0,98072,47.7424,-122.091,1900,17250,248.2051282,acima,
126059097,775000,20141023,3,3.5,2690,104544,2,0,0,3,8,2690,0,1948,1990,98072,47.7717,-122.112,2300,81698,288.1040892,acima,
9238500100,495000,20150318,4,2.25,2070,20280,2,0,0,4,7,2070,0,1968,0,98072,47.774,-122.134,2190,21560,239.1304348,abaixo,
2426059076,680000,20150203,4,2.5,2700,37431,1,0,0,4,8,1600,1100,1978,0,98072,47.7258,-122.117,2290,37431,251.8518519,acima,
1775800740,414250,20150206,4,1.75,1640,13566,1,0,0,4,7,1120,520,1977,0,98072,47.7423,-122.099,1470,13530,252.5914634,acima,
1126059144,730000,20140911,3,2.25,2040,130680,2,0,0,3,9,2040,0,1977,0,98072,47.7584,-122.136,3080,39630,357.8431373,acima,
1775950100,357823,20150113,3,1.5,1240,9196,1,0,0,3,8,1240,0,1968,0,98072,47.7562,-122.094,1690,10800,288.5669355,acima,
1326059085,450000,20140721,3,2.25,2080,111513,1.5,0,0,3,8,1680,400,1977,0,98072,47.7403,-122.112,2440,107157,216.3461538,abaixo,
3407700047,1055000,20141029,3,3.25,2990,189852,2,0,0,4,10,2990,0,1974,0,98072,47.746,-122.138,3500,48760,352.8428094,acima,
9516500100,525000,20150418,3,1.75,1600,9579,1,0,0,3,8,1180,420,1977,0,98072,47.7662,-122.159,1750,9829,328.125,acima,
8680500090,606000,20150316,3,2.5,2200,6005,2,0,0,3,9,2200,0,1997,0,98072,47.7408,-122.169,2320,6098,275.4545455,acima,
1926069143,865000,20141016,4,3.25,3400,99170,1,0,0,4,8,2000,1400,1980,0,98072,47.7293,-122.099,3460,47920,254.4117647,acima,
426059055,620000,20141003,3,1.75,2410,35236,1,0,0,3,8,2410,0,1980,2001,98072,47.7651,-122.166,2110,16980,257.2614108,acima,
3876312350,466000,20141202,4,2.25,2170,8050,1,0,0,3,7,1220,950,1976,0,98072,47.7354,-122.174,1820,7700,214.7465438,abaixo,
1137300690,369900,20150220,4,2.5,2820,33750,2,0,0,4,9,2820,0,1984,0,98072,47.7387,-122.096,2510,36180,131.1702128,abaixo,
3876312490,435000,20150414,4,2.25,1910,8400,2,0,0,3,7,1910,0,1975,0,98072,47.7352,-122.175,1910,8400,227.7486911,abaixo,
9562200090,925000,20140624,4,3,3580,35261,1.5,0,0,3,10,3580,0,1985,0,98072,47.7577,-122.134,3540,36750,258.3798883,acima,
7399800110,565000,20141209,4,2.75,1960,48787,1.5,0,0,4,9,1960,0,1983,0,98072,47.7484,-122.111,1970,36425,288.2653061,acima,
8078370010,470000,20150218,4,2.5,2320,12042,1,0,0,4,7,1320,1000,1975,0,98072,47.763,-122.16,2160,7054,202.5862069,abaixo,
1331900020,930000,20140925,3,2.5,3780,35273,1.5,0,0,3,10,3780,0,1986,0,98072,47.7499,-122.119,3450,35273,246.031746,abaixo,
1136100006,625000,20150127,2,1.5,1110,118047,1,0,0,3,7,1110,0,1961,0,98072,47.7467,-122.128,2970,43500,563.0630631,acima,
8078700020,474900,20140603,3,2.25,1800,43647,1,0,0,4,8,1800,0,1976,0,98072,47.7757,-122.132,2480,25608,263.8333333,acima,
1775500362,625000,20141013,4,2.5,2601,34335,2,0,0,3,9,2601,0,1995,0,98072,47.742,-122.087,2080,32336,240.2921953,abaixo,
9238480020,699000,20150319,5,2.75,2970,36817,2,0,0,4,8,2970,0,1978,0,98072,47.7731,-122.139,2730,29150,235.3535354,abaixo,
5536500020,540000,20140716,4,2.5,2290,4450,2,0,0,3,9,2290,0,2004,0,98072,47.7385,-122.169,2570,5096,235.8078603,abaixo,
3244500078,600000,20140822,3,2.5,4930,77536,2,0,0,3,9,3930,1000,1981,0,98072,47.7634,-122.139,2760,7351,121.703854,abaixo,
1775930440,479000,20140623,3,2.25,2110,11319,2,0,0,4,8,2110,0,1978,0,98072,47.742,-122.105,1860,11319,227.014218,abaixo,
1775930010,335000,20141222,3,2.75,1990,19991,1,0,0,3,7,1340,650,1977,0,98072,47.7434,-122.106,1750,9775,168.3417085,abaixo,
9238430430,600000,20150430,4,2.25,2260,43847,2,0,0,3,8,2260,0,1982,0,98072,47.7713,-122.129,2470,37304,265.4867257,acima,
1126059007,865000,20150323,3,2.25,2670,150270,2,0,0,3,9,2670,0,1985,0,98072,47.7601,-122.134,3080,81054,323.9700375,acima,
1775800420,474000,20150202,4,2.25,1960,14834,1,0,0,4,8,1330,630,1976,0,98072,47.7434,-122.095,1540,15000,241.8367347,abaixo,
9517200480,535000,20140702,3,1.75,2330,12141,1,0,0,3,7,1390,940,1983,0,98072,47.7607,-122.146,1850,12141,229.6137339,abaixo,
710300010,680000,20150127,4,2.75,2720,54048,2,0,0,3,8,2720,0,1985,0,98072,47.7181,-122.089,2580,37721,250,acima,
9465900500,605500,20140617,3,2.5,2830,6536,2,0,0,3,9,2830,0,1989,0,98072,47.7462,-122.172,2710,6954,213.9575972,abaixo,
2050000020,1215000,20140624,4,3.75,3820,53574,1,0,0,3,10,3820,0,1994,0,98072,47.7337,-122.121,3140,54014,318.0628272,acima,
3876810190,410000,20141113,4,1,1140,7208,1,0,0,3,7,900,240,1970,0,98072,47.742,-122.173,1300,7991,359.6491228,acima,
1775800290,354000,20140801,3,1.75,1260,12330,1,0,0,3,7,1260,0,1968,0,98072,47.7412,-122.095,1320,12800,280.952381,acima,
9238500480,465425,20140523,4,2.75,2430,20720,1,0,0,3,7,2430,0,1967,0,98072,47.775,-122.139,2580,26950,191.5329218,abaixo,
622100130,365000,20140917,2,2,1440,15000,1,0,0,3,7,1440,0,1985,0,98072,47.7648,-122.159,1780,15000,253.4722222,acima,
3876810170,329000,20150505,3,1,900,9600,1,0,0,4,7,900,0,1970,0,98072,47.7423,-122.173,1220,8240,365.5555556,acima,
9238430190,640000,20150428,4,2,2310,31850,1.5,0,0,4,8,2310,0,1984,0,98072,47.7713,-122.122,2710,36042,277.0562771,acima,
1775800280,310000,20150226,5,2,2900,11970,2,0,0,4,7,2900,0,1969,0,98072,47.741,-122.095,1260,12398,106.8965517,abaixo,
1822360080,565000,20141211,4,2.75,2730,6856,2,0,0,3,8,2730,0,2003,0,98072,47.7739,-122.164,2520,5569,206.959707,abaixo,
9238500190,440000,20141202,4,2.25,2600,28600,1,0,0,3,8,1810,790,1968,0,98072,47.7757,-122.139,2580,26950,169.2307692,abaixo,
1775500050,440000,20150129,1,1,1160,64469,1,0,0,3,7,1160,0,2009,0,98072,47.7433,-122.082,1580,48352,379.3103448,acima,
2195700050,810000,20140519,4,2.5,3480,59242,2,0,0,3,11,3480,0,1988,0,98072,47.7391,-122.102,2930,39400,232.7586207,abaixo,
1770000130,435000,20141126,3,1.75,1750,16748,1,0,0,3,7,1330,420,1978,0,98072,47.7421,-122.089,1750,16050,248.5714286,acima,
1775801405,557500,20141216,4,2.5,2390,38258,2,0,0,3,8,2390,0,2001,0,98072,47.7433,-122.094,1960,17113,233.2635983,abaixo,
9465910190,600000,20140529,3,1.75,2930,19876,1,0,0,3,9,2030,900,1993,0,98072,47.7443,-122.17,2740,11499,204.778157,abaixo,
126059242,550000,20141119,3,1.75,1880,45738,1,0,0,4,8,1410,470,1980,0,98072,47.7662,-122.114,2340,38556,292.5531915,acima,
9465910380,540000,20141024,4,2.25,2850,7453,2,0,0,3,9,2850,0,1991,0,98072,47.7439,-122.174,2700,8468,189.4736842,abaixo,
2426059071,675000,20141021,3,2.5,2320,98445,1,0,0,4,8,1380,940,1978,0,98072,47.7323,-122.116,2830,54014,290.9482759,acima,
9517200290,482000,20150223,3,1.75,2300,16474,1,0,0,3,7,1220,1080,1984,0,98072,47.7609,-122.144,1940,15601,209.5652174,abaixo,
3401700185,665000,20140728,4,2,2970,52567,2,0,0,3,8,2970,0,1924,1985,98072,47.7333,-122.128,3280,46676,223.9057239,abaixo,
3401700255,595000,20140729,4,2,3090,87120,1,0,0,4,7,1590,1500,1974,0,98072,47.7275,-122.122,2560,88426,192.5566343,abaixo,
9408300380,605000,20140609,3,2.5,2670,47480,2,0,3,3,9,2670,0,1981,0,98072,47.7443,-122.114,2760,42800,226.5917603,abaixo,
1530900290,475000,20141007,3,2.5,2280,3710,1,0,0,3,8,1550,730,1990,0,98072,47.735,-122.159,2030,3710,208.3333333,abaixo,
2817260130,622500,20140613,5,2.75,3320,23760,2,0,0,4,8,2190,1130,1975,0,98072,47.7498,-122.146,2520,36720,187.5,abaixo,
1775910460,395000,20150313,3,2.5,1630,15200,1,0,0,3,7,1120,510,1988,0,98072,47.7454,-122.103,2050,15200,242.3312883,abaixo,
1774000780,469500,20150105,4,2.75,1930,13041,1,0,0,4,8,1180,750,1980,0,98072,47.7502,-122.085,1880,10234,243.2642487,abaixo,
7859960250,585000,20150107,4,2.5,3000,6892,2,0,0,3,8,3000,0,2005,0,98072,47.7623,-122.165,3000,6589,195,abaixo,
2481630290,879000,20140626,4,2.75,4230,31747,2,0,0,4,10,4230,0,1985,0,98072,47.731,-122.132,4080,35576,207.8014184,abaixo,
9520900210,614285,20141231,5,2.75,2730,6401,2,0,0,3,8,2730,0,2015,0,98072,47.7685,-122.16,2520,6126,225.0128205,abaixo,
126059018,395000,20150108,4,2.25,1780,10748,2,0,0,4,8,1780,0,1964,0,98072,47.762,-122.11,2070,37680,221.9101124,abaixo,
9238480120,575000,20150421,4,2.75,2730,35075,1,0,0,3,8,1530,1200,1979,0,98072,47.7726,-122.139,2310,35000,210.6227106,abaixo,
3876313030,458000,20140520,1,2.25,2140,10350,1,0,0,3,7,1470,670,1976,0,98072,47.7352,-122.17,1980,8400,214.0186916,abaixo,
2896400300,435000,20150319,4,2.25,1780,2684,2,0,0,3,7,1780,0,2002,0,98072,47.7642,-122.149,1670,2426,244.3820225,abaixo,
3876312840,408000,20140912,3,1.75,1970,7100,1,0,0,3,7,1590,380,1976,0,98072,47.7353,-122.172,1790,7455,207.106599,abaixo,
9408300180,682000,20140828,4,2.5,3030,30000,2,0,0,4,9,3030,0,1981,0,98072,47.7468,-122.112,2600,34932,225.0825083,abaixo,
9517200610,370000,20150303,3,1.75,1290,10117,1,0,0,3,7,1290,0,1984,0,98072,47.7598,-122.146,1770,11839,286.8217054,acima,
9517200180,375000,20141106,3,2,1410,10078,1,0,0,4,6,1410,0,1983,0,98072,47.7587,-122.144,2090,9202,265.9574468,acima,
8835350300,536000,20150304,3,2.5,1990,7397,2,0,0,3,9,1990,0,1993,0,98072,47.7703,-122.165,2210,7397,269.3467337,acima,
2426059097,910000,20150305,4,2.5,3530,49222,2,0,0,4,9,3530,0,1986,0,98072,47.7285,-122.112,3750,49222,257.7903683,acima,
2195700230,700000,20150203,3,2.5,2850,36585,2,0,0,3,10,2850,0,1987,0,98072,47.7376,-122.102,3340,35671,245.6140351,abaixo,
9465910150,607000,20141109,3,2.5,2470,9226,2,0,0,3,9,2470,0,1991,0,98072,47.7439,-122.17,2820,11013,245.7489879,abaixo,
1775800220,410988,20150402,3,1.75,1000,14061,1,0,0,4,7,1000,0,1967,0,98072,47.7417,-122.093,1260,12635,410.988,acima,
1126059095,880000,20140526,3,2,2130,35169,1,0,0,4,8,2130,0,1989,0,98072,47.7489,-122.123,2860,43560,413.1455399,acima,
7214820610,448000,20141007,4,1.75,2560,8270,1,0,0,3,7,1480,1080,1979,0,98072,47.7572,-122.147,2320,8450,175,abaixo,
3876312370,434500,20140915,3,1.75,1930,7210,1,0,0,3,7,1110,820,1975,0,98072,47.735,-122.174,1870,7877,225.1295337,abaixo,
8029650040,373000,20140519,3,2.5,1670,3565,2,0,0,3,7,1670,0,1999,0,98072,47.7623,-122.161,1510,3770,223.3532934,abaixo,
1226059161,562000,20141229,4,2.75,2560,83200,1,0,0,3,8,1860,700,1980,0,98072,47.7511,-122.111,1990,38332,219.53125,abaixo,
3876312290,405000,20141121,3,1.75,1520,7252,1,0,0,3,7,1140,380,1975,0,98072,47.7358,-122.175,1910,7820,266.4473684,acima,
226059103,570000,20140527,3,1.75,1930,36210,1,0,0,3,8,1930,0,1977,0,98072,47.7692,-122.128,1930,35060,295.3367876,acima,
226059096,1565000,20141118,5,4.5,5220,67319,2,0,0,3,11,5220,0,2001,0,98072,47.7666,-122.128,4190,40609,299.8084291,acima,
9144300110,308000,20150424,2,1,1680,9250,1,0,0,3,7,860,820,1969,0,98072,47.7618,-122.162,1590,9542,183.3333333,abaixo,
3401700150,1350000,20150423,5,3,5530,38816,1.5,0,2,3,10,5530,0,1969,1994,98072,47.7352,-122.116,3800,44417,244.1229656,abaixo,
9238500410,464000,20140519,3,1.75,1630,28600,1,0,0,3,8,1630,0,1967,0,98072,47.7742,-122.14,2260,26000,284.6625767,acima,
1926069192,1157200,20140509,4,4.25,5860,52889,2,0,0,4,10,4910,950,1996,0,98072,47.7245,-122.095,3320,39066,197.4744027,abaixo,
1126059170,760500,20150225,4,2.25,2310,36136,2,0,0,4,9,2310,0,1977,0,98072,47.7506,-122.122,3930,36136,329.2207792,acima,
1775930140,365000,20150505,3,1.75,1830,17349,1,0,0,3,8,1230,600,1977,0,98072,47.7427,-122.109,1840,11694,199.4535519,abaixo,
9560800310,565000,20141009,4,2.5,2280,9725,2,0,0,3,8,2280,0,1986,0,98072,47.7568,-122.141,2140,8780,247.8070175,acima,
255000320,450000,20140724,3,2.5,1990,12866,2,0,0,4,7,1990,0,1986,0,98072,47.7477,-122.17,2310,8803,226.1306533,abaixo,
2481630030,965000,20150427,4,2.5,3920,41206,2,0,0,4,10,3920,0,1988,0,98072,47.7325,-122.132,3780,36562,246.1734694,abaixo,
3876820140,373000,20141110,3,1,1290,8974,1,0,0,5,7,1290,0,1976,0,98072,47.74,-122.173,1540,7500,289.1472868,acima,
9560800390,445000,20140516,3,2.25,1990,7340,2,0,0,3,8,1990,0,1984,0,98072,47.7579,-122.141,2180,11223,223.6180905,abaixo,
